PassengerId,Survived,Pclass,LastName,RestOfName
561,NO,3,Morrow, Mr. Thomas Rowan
562,NO,3,Sivic, Mr. Husein
563,NO,2,Norman, Mr. Robert Douglas
564,NO,3,Simmons, Mr. John
565,NO,3,Meanwell, Miss. (Marion Ogden)
566,NO,3,Davies, Mr. Alfred J
567,NO,3,Stoytcheff, Mr. Ilia
568,NO,3,Palsson, Mrs. Nils (Alma Cornelia Berglund)
569,NO,3,Doharr, Mr. Tannous
570,YES,3,Jonsson, Mr. Carl
571,YES,2,Harris, Mr. George
572,YES,1,Appleton, Mrs. Edward Dale (Charlotte Lamson)
573,YES,1,Flynn," Mr. John Irwin (""Irving"")"
574,YES,3,Kelly, Miss. Mary
575,NO,3,Rush, Mr. Alfred George John
576,NO,3,Patchett, Mr. George
577,YES,2,Garside, Miss. Ethel
578,YES,1,Silvey, Mrs. William Baird (Alice Munger)
579,NO,3,Caram, Mrs. Joseph (Maria Elias)
580,YES,3,Jussila, Mr. Eiriik
581,YES,2,Christy, Miss. Julie Rachel
582,YES,1,Thayer, Mrs. John Borland (Marian Longstreth Morris)
583,NO,2,Downton, Mr. William James
584,NO,1,Ross, Mr. John Hugo
585,NO,3,Paulner, Mr. Uscher
586,YES,1,Taussig, Miss. Ruth
587,NO,2,Jarvis, Mr. John Denzil
588,YES,1,Frolicher-Stehli, Mr. Maxmillian
589,NO,3,Gilinski, Mr. Eliezer
590,NO,3,Murdlin, Mr. Joseph
591,NO,3,Rintamaki, Mr. Matti
592,YES,1,Stephenson, Mrs. Walter Bertram (Martha Eustis)
593,NO,3,Elsbury, Mr. William James
594,NO,3,Bourke, Miss. Mary
595,NO,2,Chapman, Mr. John Henry
596,NO,3,Van Impe, Mr. Jean Baptiste
597,YES,2,Leitch, Miss. Jessie Wills
598,NO,3,Johnson, Mr. Alfred
599,NO,3,Boulos, Mr. Hanna
600,YES,1,Duff Gordon," Sir. Cosmo Edmund (""Mr Morgan"")"
601,YES,2,Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)
602,NO,3,Slabenoff, Mr. Petco
603,NO,1,Harrington, Mr. Charles H
604,NO,3,Torber, Mr. Ernst William
605,YES,1,Homer," Mr. Harry (""Mr E Haven"")"
606,NO,3,Lindell, Mr. Edvard Bengtsson
607,NO,3,Karaic, Mr. Milan
608,YES,1,Daniel, Mr. Robert Williams
609,YES,2,Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)
610,YES,1,Shutes, Miss. Elizabeth W
611,NO,3,Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)
612,NO,3,Jardin, Mr. Jose Neto
613,YES,3,Murphy, Miss. Margaret Jane
614,NO,3,Horgan, Mr. John
615,NO,3,Brocklebank, Mr. William Alfred
616,YES,2,Herman, Miss. Alice
617,NO,3,Danbom, Mr. Ernst Gilbert
618,NO,3,Lobb, Mrs. William Arthur (Cordelia K Stanlick)
619,YES,2,Becker, Miss. Marion Louise
620,NO,2,Gavey, Mr. Lawrence
621,NO,3,Yasbeck, Mr. Antoni
622,YES,1,Kimball, Mr. Edwin Nelson Jr
623,YES,3,Nakid, Mr. Sahid
624,NO,3,Hansen, Mr. Henry Damsgaard
625,NO,3,Bowen," Mr. David John ""Dai"""
626,NO,1,Sutton, Mr. Frederick
627,NO,2,Kirkland, Rev. Charles Leonard
628,YES,1,Longley, Miss. Gretchen Fiske
629,NO,3,Bostandyeff, Mr. Guentcho
630,NO,3,O'Connell, Mr. Patrick D
631,YES,1,Barkworth, Mr. Algernon Henry Wilson
632,NO,3,Lundahl, Mr. Johan Svensson
633,YES,1,Stahelin-Maeglin, Dr. Max
634,NO,1,Parr, Mr. William Henry Marsh
635,NO,3,Skoog, Miss. Mabel
636,YES,2,Davis, Miss. Mary
637,NO,3,Leinonen, Mr. Antti Gustaf
638,NO,2,Collyer, Mr. Harvey
639,NO,3,Panula, Mrs. Juha (Maria Emilia Ojala)
640,NO,3,Thorneycroft, Mr. Percival
641,NO,3,Jensen, Mr. Hans Peder
642,YES,1,Sagesser, Mlle. Emma
643,NO,3,Skoog, Miss. Margit Elizabeth
644,YES,3,Foo, Mr. Choong
645,YES,3,Baclini, Miss. Eugenie
646,YES,1,Harper, Mr. Henry Sleeper
647,NO,3,Cor, Mr. Liudevit
648,YES,1,Simonius-Blumer, Col. Oberst Alfons
649,NO,3,Willey, Mr. Edward
650,YES,3,Stanley, Miss. Amy Zillah Elsie
651,NO,3,Mitkoff, Mr. Mito
652,YES,2,Doling, Miss. Elsie
653,NO,3,Kalvik, Mr. Johannes Halvorsen
654,YES,3,O'Leary," Miss. Hanora ""Norah"""
655,NO,3,Hegarty," Miss. Hanora ""Nora"""
656,NO,2,Hickman, Mr. Leonard Mark
657,NO,3,Radeff, Mr. Alexander
658,NO,3,Bourke, Mrs. John (Catherine)
659,NO,2,Eitemiller, Mr. George Floyd
660,NO,1,Newell, Mr. Arthur Webster
661,YES,1,Frauenthal, Dr. Henry William
662,NO,3,Badt, Mr. Mohamed
663,NO,1,Colley, Mr. Edward Pomeroy
664,NO,3,Coleff, Mr. Peju
665,YES,3,Lindqvist, Mr. Eino William
666,NO,2,Hickman, Mr. Lewis
667,NO,2,Butler, Mr. Reginald Fenton
668,NO,3,Rommetvedt, Mr. Knud Paust
669,NO,3,Cook, Mr. Jacob
670,YES,1,Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)
671,YES,2,Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)
672,NO,1,Davidson, Mr. Thornton
673,NO,2,Mitchell, Mr. Henry Michael
674,YES,2,Wilhelms, Mr. Charles
675,NO,2,Watson, Mr. Ennis Hastings
676,NO,3,Edvardsson, Mr. Gustaf Hjalmar
677,NO,3,Sawyer, Mr. Frederick Charles
678,YES,3,Turja, Miss. Anna Sofia
679,NO,3,Goodwin, Mrs. Frederick (Augusta Tyler)
680,YES,1,Cardeza, Mr. Thomas Drake Martinez
681,NO,3,Peters, Miss. Katie
682,YES,1,Hassab, Mr. Hammad
683,NO,3,Olsvigen, Mr. Thor Anderson
684,NO,3,Goodwin, Mr. Charles Edward
685,NO,2,Brown, Mr. Thomas William Solomon
686,NO,2,Laroche, Mr. Joseph Philippe Lemercier
687,NO,3,Panula, Mr. Jaako Arnold
688,NO,3,Dakic, Mr. Branko
689,NO,3,Fischer, Mr. Eberhard Thelander
690,YES,1,Madill, Miss. Georgette Alexandra
691,YES,1,Dick, Mr. Albert Adrian
692,YES,3,Karun, Miss. Manca
693,YES,3,Lam, Mr. Ali
694,NO,3,Saad, Mr. Khalil
695,NO,1,Weir, Col. John
696,NO,2,Chapman, Mr. Charles Henry
697,NO,3,Kelly, Mr. James
698,YES,3,Mullens," Miss. Katherine ""Katie"""
699,NO,1,Thayer, Mr. John Borland
700,NO,3,Humblen, Mr. Adolf Mathias Nicolai Olsen
701,YES,1,Astor, Mrs. John Jacob (Madeleine Talmadge Force)
702,YES,1,Silverthorne, Mr. Spencer Victor
703,NO,3,Barbara, Miss. Saiide
704,NO,3,Gallagher, Mr. Martin
705,NO,3,Hansen, Mr. Henrik Juul
706,NO,2,Morley," Mr. Henry Samuel (""Mr Henry Marshall"")"
707,YES,2,Kelly," Mrs. Florence ""Fannie"""
708,YES,1,Calderhead, Mr. Edward Pennington
709,YES,1,Cleaver, Miss. Alice
710,YES,3,Moubarek," Master. Halim Gonios (""William George"")"
711,YES,1,Mayne," Mlle. Berthe Antonine (""Mrs de Villiers"")"
712,NO,1,Klaber, Mr. Herman
713,YES,1,Taylor, Mr. Elmer Zebley
714,NO,3,Larsson, Mr. August Viktor
715,NO,2,Greenberg, Mr. Samuel
716,NO,3,Soholt, Mr. Peter Andreas Lauritz Andersen
717,YES,1,Endres, Miss. Caroline Louise
718,YES,2,Troutt," Miss. Edwina Celia ""Winnie"""
719,NO,3,McEvoy, Mr. Michael
720,NO,3,Johnson, Mr. Malkolm Joackim
721,YES,2,Harper," Miss. Annie Jessie ""Nina"""
722,NO,3,Jensen, Mr. Svend Lauritz
723,NO,2,Gillespie, Mr. William Henry
724,NO,2,Hodges, Mr. Henry Price
725,YES,1,Chambers, Mr. Norman Campbell
726,NO,3,Oreskovic, Mr. Luka
727,YES,2,Renouf, Mrs. Peter Henry (Lillian Jefferys)
728,YES,3,Mannion, Miss. Margareth
729,NO,2,Bryhl, Mr. Kurt Arnold Gottfrid
730,NO,3,Ilmakangas, Miss. Pieta Sofia
731,YES,1,Allen, Miss. Elisabeth Walton
732,NO,3,Hassan, Mr. Houssein G N
733,NO,2,Knight, Mr. Robert J
734,NO,2,Berriman, Mr. William John
735,NO,2,Troupiansky, Mr. Moses Aaron
736,NO,3,Williams, Mr. Leslie
737,NO,3,Ford, Mrs. Edward (Margaret Ann Watson)
738,YES,1,Lesurer, Mr. Gustave J
739,NO,3,Ivanoff, Mr. Kanio
740,NO,3,Nankoff, Mr. Minko
741,YES,1,Hawksford, Mr. Walter James
742,NO,1,Cavendish, Mr. Tyrell William
743,YES,1,Ryerson," Miss. Susan Parker ""Suzette"""
744,NO,3,McNamee, Mr. Neal
745,YES,3,Stranden, Mr. Juho
746,NO,1,Crosby, Capt. Edward Gifford
747,NO,3,Abbott, Mr. Rossmore Edward
748,YES,2,Sinkkonen, Miss. Anna
749,NO,1,Marvin, Mr. Daniel Warner
750,NO,3,Connaghton, Mr. Michael
751,YES,2,Wells, Miss. Joan
752,YES,3,Moor, Master. Meier
753,NO,3,Vande Velde, Mr. Johannes Joseph
754,NO,3,Jonkoff, Mr. Lalio
755,YES,2,Herman, Mrs. Samuel (Jane Laver)
756,YES,2,Hamalainen, Master. Viljo
757,NO,3,Carlsson, Mr. August Sigfrid
758,NO,2,Bailey, Mr. Percy Andrew
759,NO,3,Theobald, Mr. Thomas Leonard
760,YES,1,Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)
761,NO,3,Garfirth, Mr. John
762,NO,3,Nirva, Mr. Iisakki Antino Aijo
763,YES,3,Barah, Mr. Hanna Assi
764,YES,1,Carter, Mrs. William Ernest (Lucile Polk)
765,NO,3,Eklund, Mr. Hans Linus
766,YES,1,Hogeboom, Mrs. John C (Anna Andrews)
767,NO,1,Brewe, Dr. Arthur Jackson
768,NO,3,Mangan, Miss. Mary
769,NO,3,Moran, Mr. Daniel J
770,NO,3,Gronnestad, Mr. Daniel Danielsen
771,NO,3,Lievens, Mr. Rene Aime
772,NO,3,Jensen, Mr. Niels Peder
773,NO,2,Mack, Mrs. (Mary)
774,NO,3,Elias, Mr. Dibo
775,YES,2,Hocking, Mrs. Elizabeth (Eliza Needs)
776,NO,3,Myhrman, Mr. Pehr Fabian Oliver Malkolm
777,NO,3,Tobin, Mr. Roger
778,YES,3,Emanuel, Miss. Virginia Ethel
779,NO,3,Kilgannon, Mr. Thomas J
780,YES,1,Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)
781,YES,3,Ayoub, Miss. Banoura
782,YES,1,Dick, Mrs. Albert Adrian (Vera Gillespie)
783,NO,1,Long, Mr. Milton Clyde
784,NO,3,Johnston, Mr. Andrew G
785,NO,3,Ali, Mr. William
786,NO,3,Harmer, Mr. Abraham (David Lishin)
787,YES,3,Sjoblom, Miss. Anna Sofia
788,NO,3,Rice, Master. George Hugh
789,YES,3,Dean, Master. Bertram Vere
790,NO,1,Guggenheim, Mr. Benjamin
791,NO,3,Keane," Mr. Andrew ""Andy"""
792,NO,2,Gaskell, Mr. Alfred
793,NO,3,Sage, Miss. Stella Anna
794,NO,1,Hoyt, Mr. William Fisher
795,NO,3,Dantcheff, Mr. Ristiu
796,NO,2,Otter, Mr. Richard
797,YES,1,Leader, Dr. Alice (Farnham)
798,YES,3,Osman, Mrs. Mara
799,NO,3,Ibrahim Shawah, Mr. Yousseff
800,NO,3,Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)
801,NO,2,Ponesell, Mr. Martin
802,YES,2,Collyer, Mrs. Harvey (Charlotte Annie Tate)
803,YES,1,Carter, Master. William Thornton II
804,YES,3,Thomas, Master. Assad Alexander
805,YES,3,Hedman, Mr. Oskar Arvid
806,NO,3,Johansson, Mr. Karl Johan
807,NO,1,Andrews, Mr. Thomas Jr
808,NO,3,Pettersson, Miss. Ellen Natalia
809,NO,2,Meyer, Mr. August
810,YES,1,Chambers, Mrs. Norman Campbell (Bertha Griggs)
811,NO,3,Alexander, Mr. William
812,NO,3,Lester, Mr. James
813,NO,2,Slemen, Mr. Richard James
814,NO,3,Andersson, Miss. Ebba Iris Alfrida
815,NO,3,Tomlin, Mr. Ernest Portage
816,NO,1,Fry, Mr. Richard
817,NO,3,Heininen, Miss. Wendla Maria
818,NO,2,Mallet, Mr. Albert
819,NO,3,Holm, Mr. John Fredrik Alexander
820,NO,3,Skoog, Master. Karl Thorsten
821,YES,1,Hays, Mrs. Charles Melville (Clara Jennings Gregg)
822,YES,3,Lulic, Mr. Nikola
823,NO,1,Reuchlin, Jonkheer. John George
824,YES,3,Moor, Mrs. (Beila)
825,NO,3,Panula, Master. Urho Abraham
826,NO,3,Flynn, Mr. John
827,NO,3,Lam, Mr. Len
828,YES,2,Mallet, Master. Andre
829,YES,3,McCormack, Mr. Thomas Joseph
830,YES,1,Stone, Mrs. George Nelson (Martha Evelyn)
831,YES,3,Yasbeck, Mrs. Antoni (Selini Alexander)
832,YES,2,Richards, Master. George Sibley
833,NO,3,Saad, Mr. Amin
834,NO,3,Augustsson, Mr. Albert
835,NO,3,Allum, Mr. Owen George
836,YES,1,Compton, Miss. Sara Rebecca
837,NO,3,Pasic, Mr. Jakob
838,NO,3,Sirota, Mr. Maurice
839,YES,3,Chip, Mr. Chang
840,YES,1,Marechal, Mr. Pierre
841,NO,3,Alhomaki, Mr. Ilmari Rudolf
842,NO,2,Mudd, Mr. Thomas Charles
843,YES,1,Serepeca, Miss. Augusta
844,NO,3,Lemberopolous, Mr. Peter L
845,NO,3,Culumovic, Mr. Jeso
846,NO,3,Abbing, Mr. Anthony
847,NO,3,Sage, Mr. Douglas Bullen
848,NO,3,Markoff, Mr. Marin
849,NO,2,Harper, Rev. John
850,YES,1,Goldenberg, Mrs. Samuel L (Edwiga Grabowska)
851,NO,3,Andersson, Master. Sigvard Harald Elias
852,NO,3,Svensson, Mr. Johan
853,NO,3,Boulos, Miss. Nourelain
854,YES,1,Lines, Miss. Mary Conover
855,NO,2,Carter, Mrs. Ernest Courtenay (Lilian Hughes)
856,YES,3,Aks, Mrs. Sam (Leah Rosen)
857,YES,1,Wick, Mrs. George Dennick (Mary Hitchcock)
858,YES,1,Daly, Mr. Peter Denis 
859,YES,3,Baclini, Mrs. Solomon (Latifa Qurban)
860,NO,3,Razi, Mr. Raihed
861,NO,3,Hansen, Mr. Claus Peter
862,NO,2,Giles, Mr. Frederick Edward
863,YES,1,Swift, Mrs. Frederick Joel (Margaret Welles Barron)
864,NO,3,Sage," Miss. Dorothy Edith ""Dolly"""
865,NO,2,Gill, Mr. John William
866,YES,2,Bystrom, Mrs. (Karolina)
867,YES,2,Duran y More, Miss. Asuncion
868,NO,1,Roebling, Mr. Washington Augustus II
869,NO,3,van Melkebeke, Mr. Philemon
870,YES,3,Johnson, Master. Harold Theodor
871,NO,3,Balkic, Mr. Cerin
872,YES,1,Beckwith, Mrs. Richard Leonard (Sallie Monypeny)
873,NO,1,Carlsson, Mr. Frans Olof
874,NO,3,Vander Cruyssen, Mr. Victor
875,YES,2,Abelson, Mrs. Samuel (Hannah Wizosky)
876,YES,3,Najib," Miss. Adele Kiamie ""Jane"""
877,NO,3,Gustafsson, Mr. Alfred Ossian
878,NO,3,Petroff, Mr. Nedelio
879,NO,3,Laleff, Mr. Kristo
880,YES,1,Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)
881,YES,2,Shelley, Mrs. William (Imanita Parrish Hall)
882,NO,3,Markun, Mr. Johann
883,NO,3,Dahlberg, Miss. Gerda Ulrika
884,NO,2,Banfield, Mr. Frederick James
885,NO,3,Sutehall, Mr. Henry Jr
886,NO,3,Rice, Mrs. William (Margaret Norton)
887,NO,2,Montvila, Rev. Juozas
888,YES,1,Graham, Miss. Margaret Edith
889,NO,3,Johnston," Miss. Catherine Helen ""Carrie"""
890,YES,1,Behr, Mr. Karl Howell
891,NO,3,Dooley, Mr. Patrick
892,NO,3,Kelly, Mr. James
893,NO,3,Wilkes, Mrs. James (Ellen Needs)
894,NO,2,Myles, Mr. Thomas Francis
895,NO,3,Wirz, Mr. Albert
896,NO,3,Hirvonen, Mrs. Alexander (Helga E Lindqvist)
897,NO,3,Svensson, Mr. Johan Cervin
898,NO,3,Connolly, Miss. Kate
899,NO,2,Caldwell, Mr. Albert Francis
900,NO,3,Abrahim, Mrs. Joseph (Sophie Halaut Easu)
901,NO,3,Davies, Mr. John Samuel
902,NO,3,Ilieff, Mr. Ylio
903,NO,1,Jones, Mr. Charles Cresson
904,NO,1,Snyder, Mrs. John Pillsbury (Nelle Stevenson)
905,NO,2,Howard, Mr. Benjamin
906,NO,1,Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)
907,NO,2,del Carlo, Mrs. Sebastiano (Argenia Genovesi)
908,NO,2,Keane, Mr. Daniel
909,NO,3,Assaf, Mr. Gerios
910,NO,3,Ilmakangas, Miss. Ida Livija
911,NO,3,Assaf Khalil," Mrs. Mariana (Miriam"")"""
912,NO,1,Rothschild, Mr. Martin
913,NO,3,Olsen, Master. Artur Karl
914,NO,1,Flegenheim, Mrs. Alfred (Antoinette)
915,NO,1,Williams, Mr. Richard Norris II
916,NO,1,Ryerson, Mrs. Arthur Larned (Emily Maria Borie)
917,NO,3,Robins, Mr. Alexander A
918,NO,1,Ostby, Miss. Helene Ragnhild
919,NO,3,Daher, Mr. Shedid
920,NO,1,Brady, Mr. John Bertram
921,NO,3,Samaan, Mr. Elias
922,NO,2,Louch, Mr. Charles Alexander
923,NO,2,Jefferys, Mr. Clifford Thomas
924,NO,3,Dean, Mrs. Bertram (Eva Georgetta Light)
925,NO,3,Johnston," Mrs. Andrew G (Elizabeth Lily"" Watson)"""
926,NO,1,Mock, Mr. Philipp Edmund
927,NO,3,Katavelas," Mr. Vassilios (Catavelas Vassilios"")"""
928,NO,3,Roth, Miss. Sarah A
929,NO,3,Cacic, Miss. Manda
930,NO,3,Sap, Mr. Julius
931,NO,3,Hee, Mr. Ling
932,NO,3,Karun, Mr. Franz
933,NO,1,Franklin, Mr. Thomas Parham
934,NO,3,Goldsmith, Mr. Nathan
935,NO,2,Corbett, Mrs. Walter H (Irene Colvin)
936,NO,1,Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)
937,NO,3,Peltomaki, Mr. Nikolai Johannes
938,NO,1,Chevre, Mr. Paul Romaine
939,NO,3,Shaughnessy, Mr. Patrick
940,NO,1,Bucknell, Mrs. William Robert (Emma Eliza Ward)
941,NO,3,Coutts," Mrs. William (Winnie Minnie"" Treanor)"""
942,NO,1,Smith, Mr. Lucien Philip
943,NO,2,Pulbaum, Mr. Franz
944,NO,2,Hocking," Miss. Ellen Nellie"""""
945,NO,1,Fortune, Miss. Ethel Flora
946,NO,2,Mangiavacchi, Mr. Serafino Emilio
947,NO,3,Rice, Master. Albert
948,NO,3,Cor, Mr. Bartol
949,NO,3,Abelseth, Mr. Olaus Jorgensen
950,NO,3,Davison, Mr. Thomas Henry
951,NO,1,Chaudanson, Miss. Victorine
952,NO,3,Dika, Mr. Mirko
953,NO,2,McCrae, Mr. Arthur Gordon
954,NO,3,Bjorklund, Mr. Ernst Herbert
955,NO,3,Bradley, Miss. Bridget Delia
956,NO,1,Ryerson, Master. John Borie
957,NO,2,Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)
958,NO,3,Burns, Miss. Mary Delia
959,NO,1,Moore, Mr. Clarence Bloomfield
960,NO,1,Tucker, Mr. Gilbert Milligan Jr
961,NO,1,Fortune, Mrs. Mark (Mary McDougald)
962,NO,3,Mulvihill, Miss. Bertha E
963,NO,3,Minkoff, Mr. Lazar
964,NO,3,Nieminen, Miss. Manta Josefina
965,NO,1,Ovies y Rodriguez, Mr. Servando
966,NO,1,Geiger, Miss. Amalie
967,NO,1,Keeping, Mr. Edwin
968,NO,3,Miles, Mr. Frank
969,NO,1,Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)
970,NO,2,Aldworth, Mr. Charles Augustus
971,NO,3,Doyle, Miss. Elizabeth
972,NO,3,Boulos, Master. Akar
973,NO,1,Straus, Mr. Isidor
974,NO,1,Case, Mr. Howard Brown
975,NO,3,Demetri, Mr. Marinko
976,NO,2,Lamb, Mr. John Joseph
977,NO,3,Khalil, Mr. Betros
978,NO,3,Barry, Miss. Julia
979,NO,3,Badman, Miss. Emily Louisa
980,NO,3,O'Donoghue, Ms. Bridget
981,NO,2,Wells, Master. Ralph Lester
982,NO,3,Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)
983,NO,3,Pedersen, Mr. Olaf
984,NO,1,Davidson, Mrs. Thornton (Orian Hays)
985,NO,3,Guest, Mr. Robert
986,NO,1,Birnbaum, Mr. Jakob
987,NO,3,Tenglin, Mr. Gunnar Isidor
988,NO,1,Cavendish, Mrs. Tyrell William (Julia Florence Siegel)
989,NO,3,Makinen, Mr. Kalle Edvard
990,NO,3,Braf, Miss. Elin Ester Maria
991,NO,3,Nancarrow, Mr. William Henry
992,NO,1,Stengel, Mrs. Charles Emil Henry (Annie May Morris)
993,NO,2,Weisz, Mr. Leopold
994,NO,3,Foley, Mr. William
995,NO,3,Johansson Palmquist, Mr. Oskar Leander
996,NO,3,Thomas," Mrs. Alexander (Thamine Thelma"")"""
997,NO,3,Holthen, Mr. Johan Martin
998,NO,3,Buckley, Mr. Daniel
999,NO,3,Ryan, Mr. Edward
1000,NO,3,Willer," Mr. Aaron (Abi Weller"")"""
1001,NO,2,Swane, Mr. George
1002,NO,2,Stanton, Mr. Samuel Ward
1003,NO,3,Shine, Miss. Ellen Natalia
1004,NO,1,Evans, Miss. Edith Corse
1005,NO,3,Buckley, Miss. Katherine
1006,NO,1,Straus, Mrs. Isidor (Rosalie Ida Blun)
1007,NO,3,Chronopoulos, Mr. Demetrios
1008,NO,3,Thomas, Mr. John
1009,NO,3,Sandstrom, Miss. Beatrice Irene
1010,NO,1,Beattie, Mr. Thomson
1011,NO,2,Chapman, Mrs. John Henry (Sara Elizabeth Lawry)
1012,NO,2,Watt, Miss. Bertha J
1013,NO,3,Kiernan, Mr. John
1014,NO,1,Schabert, Mrs. Paul (Emma Mock)
1015,NO,3,Carver, Mr. Alfred John
1016,NO,3,Kennedy, Mr. John
1017,NO,3,Cribb, Miss. Laura Alice
1018,NO,3,Brobeck, Mr. Karl Rudolf
1019,NO,3,McCoy, Miss. Alicia
1020,NO,2,Bowenur, Mr. Solomon
1021,NO,3,Petersen, Mr. Marius
1022,NO,3,Spinner, Mr. Henry John
1023,NO,1,Gracie, Col. Archibald IV
1024,NO,3,Lefebre, Mrs. Frank (Frances)
1025,NO,3,Thomas, Mr. Charles P
1026,NO,3,Dintcheff, Mr. Valtcho
1027,NO,3,Carlsson, Mr. Carl Robert
1028,NO,3,Zakarian, Mr. Mapriededer
1029,NO,2,Schmidt, Mr. August
1030,NO,3,Drapkin, Miss. Jennie
1031,NO,3,Goodwin, Mr. Charles Frederick
1032,NO,3,Goodwin, Miss. Jessie Allis
1033,NO,1,Daniels, Miss. Sarah
1034,NO,1,Ryerson, Mr. Arthur Larned
1035,NO,2,Beauchamp, Mr. Henry James
1036,NO,1,Lindeberg-Lind," Mr. Erik Gustaf (Mr Edward Lingrey"")"""
1037,NO,3,Vander Planke, Mr. Julius
1038,NO,1,Hilliard, Mr. Herbert Henry
1039,NO,3,Davies, Mr. Evan
1040,NO,1,Crafton, Mr. John Bertram
1041,NO,2,Lahtinen, Rev. William
1042,NO,1,Earnshaw, Mrs. Boulton (Olive Potter)
1043,NO,3,Matinoff, Mr. Nicola
1044,NO,3,Storey, Mr. Thomas
1045,NO,3,Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)
1046,NO,3,Asplund, Master. Filip Oscar
1047,NO,3,Duquemin, Mr. Joseph
1048,NO,1,Bird, Miss. Ellen
1049,NO,3,Lundin, Miss. Olga Elida
1050,NO,1,Borebank, Mr. John James
1051,NO,3,Peacock, Mrs. Benjamin (Edith Nile)
1052,NO,3,Smyth, Miss. Julia
1053,NO,3,Touma, Master. Georges Youssef
1054,NO,2,Wright, Miss. Marion
1055,NO,3,Pearce, Mr. Ernest
1056,NO,2,Peruschitz, Rev. Joseph Maria
1057,NO,3,Kink-Heilmann, Mrs. Anton (Luise Heilmann)
1058,NO,1,Brandeis, Mr. Emil
1059,NO,3,Ford, Mr. Edward Watson
1060,NO,1,Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)
1061,NO,3,Hellstrom, Miss. Hilda Maria
1062,NO,3,Lithman, Mr. Simon
1063,NO,3,Zakarian, Mr. Ortin
1064,NO,3,Dyker, Mr. Adolf Fredrik
1065,NO,3,Torfa, Mr. Assad
1066,NO,3,Asplund, Mr. Carl Oscar Vilhelm Gustafsson
1067,NO,2,Brown, Miss. Edith Eileen
1068,NO,2,Sincock, Miss. Maude
1069,NO,1,Stengel, Mr. Charles Emil Henry
1070,NO,2,Becker, Mrs. Allen Oliver (Nellie E Baumgardner)
1071,NO,1,Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)
1072,NO,2,McCrie, Mr. James Matthew
1073,NO,1,Compton, Mr. Alexander Taylor Jr
1074,NO,1,Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)
1075,NO,3,Lane, Mr. Patrick
1076,NO,1,Douglas, Mrs. Frederick Charles (Mary Helene Baxter)
1077,NO,2,Maybery, Mr. Frank Hubert
1078,NO,2,Phillips, Miss. Alice Frances Louisa
1079,NO,3,Davies, Mr. Joseph
1080,NO,3,Sage, Miss. Ada
1081,NO,2,Veal, Mr. James
1082,NO,2,Angle, Mr. William A
1083,NO,1,Salomon, Mr. Abraham L
1084,NO,3,van Billiard, Master. Walter John
1085,NO,2,Lingane, Mr. John
1086,NO,2,Drew, Master. Marshall Brines
1087,NO,3,Karlsson, Mr. Julius Konrad Eugen
1088,NO,1,Spedden, Master. Robert Douglas
1089,NO,3,Nilsson, Miss. Berta Olivia
1090,NO,2,Baimbrigge, Mr. Charles Robert
1091,NO,3,Rasmussen, Mrs. (Lena Jacobsen Solvang)
1092,NO,3,Murphy, Miss. Nora
1093,NO,3,Danbom, Master. Gilbert Sigvard Emanuel
1094,NO,1,Astor, Col. John Jacob
1095,NO,2,Quick, Miss. Winifred Vera
1096,NO,2,Andrew, Mr. Frank Thomas
1097,NO,1,Omont, Mr. Alfred Fernand
1098,NO,3,McGowan, Miss. Katherine
1099,NO,2,Collett, Mr. Sidney C Stuart
1100,NO,1,Rosenbaum, Miss. Edith Louise
1101,NO,3,Delalic, Mr. Redjo
1102,NO,3,Andersen, Mr. Albert Karvin
1103,NO,3,Finoli, Mr. Luigi
1104,NO,2,Deacon, Mr. Percy William
1105,NO,2,Howard, Mrs. Benjamin (Ellen Truelove Arman)
1106,NO,3,Andersson, Miss. Ida Augusta Margareta
1107,NO,1,Head, Mr. Christopher
1108,NO,3,Mahon, Miss. Bridget Delia
1109,NO,1,Wick, Mr. George Dennick
1110,NO,1,Widener, Mrs. George Dunton (Eleanor Elkins)
1111,NO,3,Thomson, Mr. Alexander Morrison
1112,NO,2,Duran y More, Miss. Florentina
1113,NO,3,Reynolds, Mr. Harold J
1114,NO,2,Cook, Mrs. (Selena Rogers)
1115,NO,3,Karlsson, Mr. Einar Gervasius
1116,NO,1,Candee, Mrs. Edward (Helen Churchill Hungerford)
